SeraphimDroid Record,Starting date and time:,2019-07-22-10-31-24,Read interval (ms):,1000,MemTotal (kB),1550548
Total CPU usage (%),SeraphimDroid (Pid 13581) CPU usage (%),SeraphimDroid Memory (kB),,Memory used (kB),Memory available (MemFree+Cached) (kB),MemFree (kB),Cached (kB),Threshold (kB)
22.554348,0.54347825,37568,,869052,681496,289952,391544,147456
27.03412,0.0,37568,,869188,681360,289800,391560,147456
30.46875,0.0,37568,,871528,679020,288484,390536,147456
23.180593,0.26954177,37568,,871424,679124,288584,390540,147456
23.180593,0.0,37568,,871320,679228,288688,390540,147456
24.137932,0.265252,37568,,872016,678532,290000,388532,147456
25.065964,0.5277045,37568,,871960,678588,290196,388392,147456
25.984251,0.0,37568,,871876,678672,290272,388400,147456
24.867725,0.0,37568,,872696,677852,289452,388400,147456
25.329815,0.26385224,37568,,872776,677772,289328,388444,147456
23.966942,0.0,37568,,858932,691616,305148,386468,147456
26.578947,0.2631579,37568,,853904,696644,310116,386528,147456
25.263159,0.0,37568,,853988,696560,310000,386560,147456
23.783783,0.5405405,37568,,854468,696080,309552,386528,147456
23.280424,0.0,37568,,854584,695964,309436,386528,147456
24.86631,0.0,37568,,854484,696064,309388,386676,147456
21.72702,0.55710304,37568,,854272,696276,309636,386640,147456
24.403183,0.530504,37568,,854348,696200,309660,386640,147456
23.013699,0.0,37568,,854600,695948,309312,386636,147456
24.590164,0.0,37568,,855636,694912,308272,386640,147456
26.578947,0.0,37568,,855064,695484,308392,387092,147456
23.529411,0.26737967,37568,,854872,695676,308560,387116,147456
22.19178,0.2739726,37568,,854872,695676,308560,387116,147456
24.462366,0.0,37568,,854996,695552,308436,387116,147456
26.822916,0.26041666,37568,,855492,695056,307940,387116,147456
26.5625,0.0,37568,,855792,694756,307648,387108,147456
26.578947,0.2631579,37568,,855864,694684,307568,387116,147456
24.462366,0.0,37568,,856112,694436,307320,387116,147456
25.129534,0.5181347,37568,,856236,694312,307196,387116,147456
23.61111,0.0,37568,,856176,694372,307272,387100,147456
26.578947,0.0,37568,,856260,694288,307172,387116,147456
27.131783,0.5167959,37568,,856352,694196,307080,387116,147456
25.329815,0.0,37568,,856104,694444,307328,387116,147456
31.070496,0.5221932,37568,,856500,694048,306932,387116,147456
31.21693,0.0,37568,,857344,693204,306088,387116,147456
25.263159,0.0,37568,,857376,693172,306064,387108,147456
24.543081,0.0,37568,,857588,692960,305840,387120,147456
24.0,0.26666668,37568,,857488,693060,305940,387120,147456
25.916231,0.2617801,37568,,857588,692960,305840,387120,147456
24.074074,0.0,37568,,857580,692968,305848,387120,147456
31.70103,0.25773194,37568,,861116,689432,300336,389096,147456
24.074074,0.0,37568,,861192,689356,300260,389096,147456
23.872679,0.265252,37568,,861564,688984,299888,389096,147456
25.194805,0.0,37568,,861688,688860,299764,389096,147456
27.22513,0.2617801,37568,,860688,689860,300764,389096,147456
31.16883,0.25974026,37568,,861012,689536,302128,387408,147456
23.097826,0.0,37568,,860756,689792,302376,387416,147456
24.80211,0.26385224,37568,,861004,689544,302128,387416,147456
22.727272,0.26737967,37568,,861004,689544,302128,387416,147456
23.901098,0.5494506,37568,,860632,689916,302500,387416,147456
25.336927,0.0,37568,,862040,688508,302624,385884,147456
22.493225,0.5420054,37568,,862164,688384,302500,385884,147456
22.972973,0.0,37568,,862288,688260,302376,385884,147456
25.066668,0.0,37568,,861800,688748,302864,385884,147456
25.593668,0.0,37568,,860808,689740,303856,385884,147456
22.950819,0.27322406,37568,,861180,689368,303484,385884,147456
24.668434,0.0,37568,,861552,688996,303112,385884,147456
24.603174,0.26455027,37568,,861676,688872,302988,385884,147456
22.677595,0.27322406,37568,,861676,688872,302988,385884,147456
24.193548,0.0,37568,,862048,688500,302616,385884,147456
27.17678,0.26385224,37568,,862544,688004,302120,385884,147456
28.354431,0.25316456,37568,,863164,687384,301500,385884,147456
26.109661,0.0,37568,,863164,687384,301500,385884,147456
22.343325,0.5449591,37568,,862792,687756,301872,385884,147456
24.59893,0.0,37568,,863048,687500,301624,385876,147456
22.5,0.0,37568,,863520,687028,302492,384536,147456
26.493507,0.25974026,37568,,864140,686408,301872,384536,147456
25.0,0.26595744,37568,,864264,686284,301748,384536,147456
24.25876,0.0,37568,,864140,686408,301872,384536,147456
24.797844,0.26954177,37568,,864388,686160,301624,384536,147456
25.474255,0.2710027,37568,,864984,685564,303360,382204,147456
23.719677,0.0,37568,,864984,685564,303360,382204,147456
27.03412,0.2624672,37568,,865604,684944,302740,382204,147456
23.262032,0.26737967,37568,,865604,684944,302740,382204,147456
25.531916,0.0,37568,,865612,684936,302740,382196,147456
25.721785,0.2624672,37568,,865108,685440,303236,382204,147456
25.198938,0.0,37568,,865232,685316,303112,382204,147456
28.877005,0.26737967,37568,,867884,682664,298616,384048,147456
23.160763,0.0,37568,,868008,682540,298492,384048,147456
26.822916,0.26041666,37568,,868400,682148,297500,384536,147456
26.842106,0.2631579,37568,,869636,680912,299732,381180,147456
23.387096,0.53763443,37568,,869264,681284,300104,381180,147456
25.93583,0.26737967,37568,,869388,681160,299980,381180,147456
25.203253,0.2710027,37568,,870132,680416,299236,381180,147456
32.36842,0.0,37568,,869760,680788,299608,381180,147456
23.160763,0.27247956,37568,,870008,680540,299360,381180,147456
24.119242,0.0,37568,,869124,681424,300236,381188,147456
22.5,0.2777778,37568,,869372,681176,299988,381188,147456
24.456522,0.0,37568,,870116,680432,299244,381188,147456
26.89295,0.2610966,37568,,869744,680804,299616,381188,147456
26.133333,0.26666668,37568,,869868,680680,299492,381188,147456
24.274406,0.0,37568,,869992,680556,299368,381188,147456
25.39267,0.2617801,37568,,870248,680300,299120,381180,147456
24.25876,0.26954177,37568,,870860,679688,298500,381188,147456
24.25068,0.0,37568,,870984,679564,298376,381188,147456
24.128687,0.2680965,37568,,870984,679564,298376,381188,147456
21.508379,0.2793296,37568,,871108,679440,298252,381188,147456
30.133333,0.0,37568,,871232,679316,298128,381188,147456
31.016043,0.26737967,37568,,871728,678820,297632,381188,147456
24.324324,0.5405405,37568,,872224,678324,297136,381188,147456
24.396782,0.0,37568,,872612,677936,298700,379236,147456
26.649076,0.0,37568,,872548,678000,298748,379252,147456
23.655914,0.0,37568,,872272,678276,299024,379252,147456
24.512535,0.27855152,37568,,872176,678372,299120,379252,147456
28.074867,0.0,37568,,872796,677752,298500,379252,147456
25.265957,0.26595744,37568,,873044,677504,298252,379252,147456
23.306232,0.2710027,37568,,873168,677380,298128,379252,147456
25.329815,0.5277045,37568,,873292,677256,298004,379252,147456
21.666666,0.0,37568,,873416,677132,297880,379252,147456
28.98936,0.0,37568,,876416,674132,293044,381088,147456
30.188679,0.0,37568,,877336,673212,293664,379548,147456
27.556818,0.2840909,37568,,877212,673336,293788,379548,147456
21.606647,0.27700832,37568,,877212,673336,293788,379548,147456
25.198938,0.530504,37568,,877088,673460,293912,379548,147456
25.0,0.0,37568,,877212,673336,293788,379548,147456
27.877237,0.0,37568,,877684,672864,296368,376496,147456
24.25876,0.26954177,37568,,877412,673136,296640,376496,147456
25.329815,0.26385224,37568,,877112,673436,296940,376496,147456
23.513514,0.0,37568,,876420,674128,297632,376496,147456
22.12885,0.5602241,37568,,877556,672992,296496,376496,147456
29.15601,0.0,37568,,877668,672880,296384,376496,147456
23.86059,0.8042895,37568,,877792,672756,296260,376496,147456
25.464191,0.0,37568,,877916,672632,296136,376496,147456
23.03523,0.0,37568,,877916,672632,296136,376496,147456
21.5847,0.0,37568,,878044,672504,296012,376492,147456
22.739725,0.0,37568,,878412,672136,295640,376496,147456
19.832403,0.5586592,37568,,878404,672144,295640,376504,147456
23.9782,0.0,37568,,878528,672020,295516,376504,147456
25.067385,0.0,37568,,875036,675512,298368,377144,147456
26.005362,0.2680965,37568,,875532,675016,297872,377144,147456
24.193548,0.26881722,37568,,876524,674024,296880,377144,147456
24.0,0.0,37568,,876616,673932,296788,377144,147456
25.198938,0.530504,37568,,876616,673932,296788,377144,147456
25.0,0.0,37568,,871136,679412,301492,377920,147456
23.641304,0.0,37568,,871260,679288,301368,377920,147456
23.670214,0.26595744,37568,,871384,679164,301244,377920,147456
25.268818,0.0,37568,,871952,678596,300500,378096,147456
22.677595,0.27322406,37568,,872100,678448,300352,378096,147456
23.369566,0.0,37568,,871580,678968,300872,378096,147456
23.076923,0.2747253,37568,,871828,678720,300376,378344,147456
22.777779,0.0,37568,,872976,677572,298732,378840,147456
31.868132,0.5494506,37568,,875300,675248,294616,380632,147456
23.369566,0.0,37568,,875400,675148,294516,380632,147456
22.06704,0.2793296,37568,,875400,675148,294516,380632,147456
22.75281,0.28089887,37568,,876284,674264,295552,378712,147456
25.806452,0.26881722,37568,,876472,674076,297896,376180,147456
22.131147,0.0,37568,,876472,674076,297896,376180,147456
29.201101,0.2754821,37568,,876484,674064,295976,378212,147456
36.311237,0.28818443,37568,,878464,672084,290532,381552,147456
24.362606,0.0,37568,,878684,671864,289724,382140,147456
32.786884,0.27322406,37568,,879220,671328,289096,382232,147456
29.873417,0.25316456,37568,,879996,670552,289576,380976,147456
22.465754,0.5479452,37568,,879964,670584,289592,380992,147456
24.797844,0.0,37568,,879424,671124,290132,380992,147456
21.703297,0.0,37568,,879468,671080,290088,380992,147456
26.329786,0.26595744,37568,,879320,671228,290252,380976,147456
25.745258,0.2710027,37568,,879536,671012,290020,380992,147456
23.9782,0.0,37568,,880032,670516,289524,380992,147456
25.737265,0.2680965,37568,,879956,670592,289600,380992,147456
30.526316,0.5263158,37568,,880204,670344,289352,380992,147456
27.127659,0.0,37568,,880228,670320,289328,380992,147456
22.47191,0.0,37568,,880288,670260,289276,380984,147456
24.932976,0.536193,37568,,880652,669896,288904,380992,147456
24.863388,0.0,37568,,880452,670096,289104,380992,147456
21.703297,0.0,37568,,880404,670144,289152,380992,147456
22.222221,0.2777778,37568,,880652,669896,288904,380992,147456
25.531916,0.0,37568,,880772,669776,288776,381000,147456
20.94972,0.2793296,37568,,880892,669656,288656,381000,147456
24.734043,0.5319149,37568,,881612,668936,289360,379576,147456
22.038567,0.0,37568,,881600,668948,289400,379548,147456
26.612904,0.0,37568,,882356,668192,288144,380048,147456
24.671917,0.0,37568,,882308,668240,288192,380048,147456
27.2,0.26666668,37568,,882840,667708,286504,381128,147456
26.455027,0.52910054,37568,,886172,664376,289524,374852,147456
20.555555,0.0,37568,,886148,664400,289600,374848,147456
24.731182,0.26881722,37568,,886036,664512,291360,373200,147456
22.615805,0.27247956,37568,,886088,664460,291260,373200,147456
22.99169,0.27700832,37568,,886088,664460,291260,373200,147456
19.491526,0.0,37568,,886164,664384,291184,373200,147456
22.465754,0.2739726,37568,,885888,664660,291460,373200,147456
26.329786,0.0,37568,,886164,664384,291184,373200,147456
26.356588,0.5167959,37568,,885964,664584,291384,373200,147456
19.774012,0.0,37568,,886040,664508,291308,373200,147456
22.802198,0.0,37568,,886660,663888,290688,373200,147456
21.508379,0.2793296,37568,,886784,663764,290564,373200,147456
22.404371,0.27322406,37568,,886792,663756,290556,373200,147456
21.052631,0.0,37568,,886916,663632,290432,373200,147456
21.22905,0.2793296,37568,,886916,663632,290432,373200,147456
24.528301,0.26954177,37568,,887660,662888,289688,373200,147456
24.193548,0.26881722,37568,,887908,662640,289440,373200,147456
22.252747,0.0,37568,,888032,662516,289316,373200,147456
21.606647,0.55401665,37568,,888148,662400,289200,373200,147456
24.184782,0.0,37568,,888180,662368,289176,373192,147456
25.329815,0.0,37568,,888388,662160,288960,373200,147456
23.180593,0.26954177,37568,,888264,662284,289084,373200,147456
23.92473,0.26881722,37568,,888056,662492,288664,373828,147456
24.25876,0.0,37568,,888504,662044,289664,372380,147456
21.38889,0.2777778,37568,,888420,662128,289456,372672,147456
25.201073,0.0,37568,,888360,662188,289532,372656,147456
24.603174,0.26455027,37568,,888208,662340,289464,372876,147456
22.816902,0.28169015,37568,,890388,660160,289460,370700,147456
21.508379,0.0,37568,,889988,660560,289860,370700,147456
26.822916,0.5208333,37568,,889892,660656,289956,370700,147456
24.266666,0.0,37568,,889892,660656,289956,370700,147456
26.329786,0.0,37568,,890396,660152,289460,370692,147456
23.097826,0.54347825,37568,,890360,660188,289488,370700,147456
23.655914,0.0,37568,,890452,660096,289388,370708,147456
20.903955,0.28248587,37568,,890452,660096,289388,370708,147456
22.950819,0.0,37568,,890576,659972,289264,370708,147456
21.169916,0.27855152,37568,,890476,660072,289264,370708,147456
32.8125,0.26041666,37568,,890412,660136,288096,372044,147456
25.210085,0.28011206,37568,,891992,658556,288984,369572,147456
26.109661,0.0,37568,,891876,658672,289100,369572,147456
22.802198,0.2747253,37568,,892000,658548,288976,369572,147456
22.37569,0.2762431,37568,,891876,658672,289100,369572,147456
23.013699,0.0,37568,,892188,658360,291952,366408,147456
28.132992,0.51150894,37568,,892312,658236,291828,366408,147456
26.302084,0.0,37568,,892112,658436,292028,366408,147456
24.533333,0.0,37568,,892600,657948,291556,366392,147456
21.08262,0.56980056,37568,,892684,657864,291456,366408,147456
22.12885,0.0,37568,,892808,657740,291332,366408,147456
24.109589,0.0,37568,,893452,657096,290688,366408,147456
24.867725,0.26455027,37568,,893304,657244,290836,366408,147456
25.277779,0.2777778,37568,,893428,657120,290712,366408,147456
25.414364,0.0,37568,,893552,656996,290588,366408,147456
25.459318,0.2624672,37568,,893800,656748,290340,366408,147456
24.594595,0.0,37568,,894420,656128,289720,366408,147456
24.797844,0.26954177,37568,,894344,656204,289796,366408,147456
26.133333,0.26666668,37568,,894296,656252,289844,366408,147456
26.229507,0.0,37568,,897860,652688,289504,363184,147456
24.734043,0.26595744,37568,,897840,652708,289472,363236,147456
21.910112,0.0,37568,,897764,652784,289548,363236,147456
25.396826,0.26455027,37568,,897964,652584,289348,363236,147456
25.464191,0.265252,37568,,898088,652460,289224,363236,147456
22.12885,0.28011206,37568,,898012,652536,289300,363236,147456
26.358696,0.54347825,37568,,897864,652684,289448,363236,147456
26.684637,0.0,37568,,897840,652708,289472,363236,147456
22.314049,0.2754821,37568,,898484,652064,288828,363236,147456
20.114943,0.28735632,37568,,898460,652088,288852,363236,147456
24.590164,0.0,37568,,898868,651680,290408,361272,147456
29.040403,0.25252524,37568,,897868,652680,291432,361248,147456
24.736841,0.2631579,37568,,897720,652828,291580,361248,147456
22.615805,0.0,37568,,898092,652456,291208,361248,147456
21.97183,0.5633803,37568,,898216,652332,291084,361248,147456
23.369566,0.0,37568,,897320,653228,291980,361248,147456
23.513514,0.0,37568,,897464,653084,291836,361248,147456
22.160666,0.55401665,37568,,897580,652968,291712,361256,147456
30.4,0.0,37568,,900424,650124,287360,362888,147456
25.974026,0.0,37568,,900420,650128,287120,363008,147456
24.734043,0.26595744,37568,,900792,649756,286748,363008,147456
25.994696,0.0,37568,,901420,649128,290748,358380,147456
20.903955,0.56497175,37568,,901352,649196,290816,358380,147456
23.719677,0.0,37568,,900956,649592,291212,358380,147456
24.054054,0.0,37568,,901204,649344,290964,358380,147456
22.371967,0.0,37568,,901128,649420,291040,358380,147456
23.20442,0.5524862,37568,,888548,662000,303636,358364,147456
27.249357,0.0,37568,,888488,662060,303680,358380,147456
21.32964,0.0,37568,,888680,661868,303488,358380,147456
22.131147,0.27322406,37568,,888672,661876,303496,358380,147456
21.666666,0.0,37568,,888796,661752,303496,358380,147456
23.848238,0.2710027,37568,,889540,661008,302132,358876,147456
19.20904,0.28248587,37568,,889664,660884,302008,358876,147456
19.20904,0.0,37568,,889664,660884,302008,358876,147456
22.160666,0.27700832,37568,,890284,660264,301388,358876,147456
20.0,0.5633803,37568,,890408,660140,301264,358876,147456
25.699745,0.0,37568,,890804,659744,300868,358876,147456
20.555555,0.2777778,37568,,890780,659768,300892,358876,147456
20.0,0.0,37568,,890904,659644,300768,358876,147456
21.448467,0.27855152,37568,,890848,659700,300824,358876,147456
17.528736,0.0,37568,,891076,659472,300596,358876,147456
27.532467,0.25974026,37568,,891284,659264,300388,358876,147456
23.577236,0.2710027,37568,,891152,659396,300520,358876,147456
20.879122,0.2747253,37568,,891052,659496,300620,358876,147456
21.823204,0.0,37568,,891152,659396,300520,358876,147456
24.202127,0.5319149,37568,,891648,658900,300024,358876,147456
21.54696,0.0,37568,,891800,658748,299876,358872,147456
17.948717,0.0,37568,,891772,658776,299900,358876,147456
19.546741,0.28328612,37568,,891772,658776,299900,358876,147456
20.670391,0.0,37568,,892044,658504,299628,358876,147456
23.433243,0.5449591,37568,,892144,658404,299528,358876,147456
30.933332,0.0,37568,,891992,658556,301692,356864,147456
23.705723,0.0,37568,,892000,658548,301636,356912,147456
24.06417,0.26737967,37568,,892000,658548,301636,356912,147456
27.440634,0.0,37568,,892124,658424,301512,356912,147456
24.86631,0.26737967,37568,,892868,657680,300768,356912,147456
20.679886,0.0,37568,,893448,657100,301984,355116,147456
26.121372,0.5277045,37568,,893092,657456,302332,355124,147456
25.40107,0.0,37568,,892424,658124,303000,355124,147456
24.25068,0.0,37568,,892588,657960,302852,355108,147456
25.994696,0.530504,37568,,891544,659004,303288,355716,147456
22.651934,0.0,37568,,892076,658472,302876,355596,147456
24.396782,0.0,37568,,892200,658348,302752,355596,147456
24.202127,0.5319149,37568,,892324,658224,302628,355596,147456
24.33155,0.53475934,37568,,891952,658596,303000,355596,147456
22.58953,0.0,37568,,892080,658468,302876,355592,147456
22.314049,0.0,37568,,892572,657976,302380,355596,147456
25.916231,0.5235602,37568,,892572,657976,302380,355596,147456
23.224043,0.0,37568,,891772,658776,303180,355596,147456
22.615805,0.0,37568,,891828,658720,303124,355596,147456
